Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Dividend,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Earnings,Beta,ATR,SMA20,SMA50,SMA200,52W High,52W Low,RSI,Change from Open,Gap,buffett_class,buffett_binary
EXPD,,,,,15470000000.0,18.76,112.97,-0.0063,449591.0,20.65,15.85,1.4,6.74,11.7,20.15,-0.0670999999999999,0.0226,0.1101999999999999,0.0118,0.1227999999999999,0.0149,0.1827,0.377,0.3055,1.69,1.69,0.21,0.26,0.1493,0.0978,0.0764,,1.08,3.05,0.0022,-0.0005,-0.0384,-0.1441,0.121,49.6,0.0116999999999999,-0.0208,0,0
EXPE,,,,,20280000000.0,18.8,159.56,-0.0072,677568.0,9.53,0.99,1.47,18.91,2.49,8.5,0.1686,0.1827,0.1887,0.1905,0.1217,0.0066,0.046,1.1916,0.2018,0.73,0.73,4.4,6.03,0.8340000000000001,0.1134,0.0848,,1.59,6.59,-0.0233,-0.0105,-0.0371,-0.2319999999999999,0.4876,46.37,0.0182,-0.0250999999999999,0,0
EXR,,,,,32210000000.0,33.79,145.37,0.0040999999999999,161993.0,30.81,4.35,9.84,2.22,269.61,18.35,0.1384,0.0292,0.045,0.0778,0.2044,0.0451,0.0323,0.0646,0.0342,,,0.92,0.95,0.3314999999999999,0.2995,0.2779,,1.12,3.51,-0.0136,0.0105,-0.081,-0.2128999999999999,0.2019999999999999,48.15,0.0024,0.0024,0,0
F,,,,,41220000000.0,8.31,10.36,-0.0072,51463017.0,7.85,,0.23,0.97,1.17,4.43,-0.4301,0.2594,1.6263999999999998,-0.0619,0.0424,0.0655999999999999,0.018,0.1147,0.034,1.13,0.97,2.3,3.53,0.0788,0.0219,0.0274,,1.51,0.27,-0.005,0.0346,0.0196,-0.2908,0.228,52.04,0.0044,-0.0115,0,0
FANG,,,,,39710000000.0,8.31,135.9,-0.0028,713784.0,10.3,,3.08,1.01,19.45,9.38,-0.1714999999999999,-0.039,0.6036,-0.0058,0.3465,0.0291,0.0793,0.1426,0.0768,0.86,0.83,0.34,0.36,0.4382,0.4096,0.3067,,1.06,4.9,-0.0113999999999999,-0.0378,-0.1807,-0.3616,0.1925,46.22,0.0121,-0.0144999999999999,0,0
FAST,,,,,46920000000.0,40.8,40.9,0.0045,1585845.0,34.07,4.72,6.16,12.7,202.18,53.96,0.0908,0.0992,0.0779,0.0864,0.0728,0.0214,0.2448999999999999,0.3235,0.2872,4.28,2.14,0.09,0.13,0.4281,0.1989,0.1513,,0.98,0.89,0.011,0.0352,0.0812,-0.0371,0.332,55.31,0.0105,-0.0068,0,0
FCX,,,,,55770000000.0,32.05,38.83,0.0301,8545282.0,17.58,1.37,2.27,3.15,11.48,34.85,0.0851,0.372,,0.2332999999999999,0.1404,0.0155,0.0318,0.1009999999999999,0.0658,2.32,1.13,0.5,0.53,0.2736,0.2494,0.0715,,1.65,1.4,0.0220999999999999,0.0493,-0.0504999999999999,-0.2762,0.4033,56.66,0.0345,-0.0069,0,0
FDX,,,,,51990000000.0,13.62,216.99,-0.0083,605515.0,10.83,1.63,0.59,1.95,9.98,15.15,0.019,0.1043,0.5332,0.0834999999999999,0.0513,0.0252,0.0457,0.1474,0.0646,1.24,1.19,1.27,1.39,0.2142,0.0688,0.0445,,1.38,6.38,-0.0141999999999999,-0.0266,-0.1730999999999999,-0.3089,0.1164,45.35,0.0116,-0.0200999999999999,0,0
FE,,,,,24190000000.0,22.3,41.91,-0.0019,1384000.0,15.51,6.76,1.73,1.93,148.41,,-0.0384,0.0687,0.0159,0.033,0.0417,0.0425,0.0209,0.0868999999999999,0.0321,0.42,0.34,1.69,1.97,0.2693,0.1804,0.0778,,0.38,0.74,-0.0139,0.0174,0.0092,-0.0684,0.1147,48.73,-0.0129,0.0107,0,0
FERG,,,,,35490000000.0,21.98,178.61,-0.0038,634368.0,17.91,3.78,1.19,6.47,43.49,26.07,-0.083,0.121,0.1282,0.0581,0.068,0.0172,0.1018,0.3007,0.1534,1.82,0.98,0.95,1.1,0.2917,0.0848,0.0549,,1.05,4.05,0.0192,0.0655999999999999,-0.0403,-0.2094,0.2217,57.94,0.0107,-0.0157,0,0
FHN,,,,,10050000000.0,13.83,19.82,0.003,2250219.0,10.61,1.34,2.04,1.21,,10.03,0.0959,0.0984,-0.0031,0.1033,0.1859,0.0302999999999999,0.0098,0.0909,0.0735,0.22,,0.19,0.63,,0.2062999999999999,0.1556,,0.62,0.58,0.0247,0.0637,0.0605,-0.1174,0.4056,58.09,0.0326,-0.0294,0,0
FI,,,,,88380000000.0,28.2,159.4,-0.012,3297735.0,13.35,1.71,4.26,3.41,74.88,17.62,0.1604,0.1663,0.2578,0.1639999999999999,0.1583,,0.0375,0.1188,0.0613999999999999,1.1,1.1,1.04,1.1,0.6097,0.2933,0.1568,,0.92,6.94,-0.1027999999999999,-0.1964999999999999,-0.2044,-0.3336,0.0872,31.63,-0.0043,-0.0103,0,0
FIS,,,,,41150000000.0,49.0,78.32,-0.0002,606928.0,12.55,5.27,4.04,2.73,51.11,22.72,0.1005,0.0867,0.165,0.0929,0.0125,0.0213,0.0253,0.0525,0.0368,0.63,0.63,0.57,0.8,0.3713,0.2324,0.0857,,1.08,1.91,-0.0014,0.0365,-0.0215,-0.1485,0.1776,52.55,0.0065,-0.0066,0,0
FITB,,,,,24880000000.0,11.84,37.28,-0.0063,1374905.0,9.32,0.94,1.82,1.36,,7.61,0.1219,0.1344,-0.012,0.1261,0.0872,0.0405,0.0108,0.1171,0.0616,0.21,,0.71,0.99,,0.2525,0.1573,,0.91,0.93,-0.0123,0.0022,-0.1093,-0.2408,0.1552,47.07,0.0146,-0.0210999999999999,0,0
FLEX,,,,,15410000000.0,19.55,41.28,-0.004,1044650.0,12.6,2.26,0.6,3.12,6.73,14.44,0.1023,0.1213,0.6501,0.0866,0.0157,,0.0457,0.1623,0.1055,1.3,0.79,0.59,0.86,0.0855,0.0504999999999999,0.0325,,1.02,1.44,0.0561,0.1698,0.1393,-0.0851,0.6431999999999999,66.19,0.015,-0.0191,0,0
FLUT,,,,,42640000000.0,83.39,241.31,0.0132,453858.0,20.13,2.91,2.98,4.34,12.12,33.03,0.0883,0.5158,-0.3642,0.2865,0.4234,,0.0212,0.0538999999999999,0.0306,0.95,0.95,0.73,0.75,0.4755,0.0801,0.0365,,1.15,7.44,-0.0066,0.0263,-0.0096,-0.1938,0.3885,50.71,0.0291,-0.0141,0,0
FNF,,,,,14830000000.0,13.34,53.99,0.0069,418673.0,8.19,0.82,1.13,1.88,,2.16,0.1404,0.2496999999999999,0.0394,0.1618,0.1288,0.0355,0.0139999999999999,0.1472,0.0873,,,0.6,0.6,,0.1364,0.0839,,1.07,1.55,-0.0953999999999999,-0.1234,-0.0991,-0.1905,0.1303,29.76,0.012,-0.0046999999999999,0,0
FNV,,,,,32450000000.000004,52.56,168.43,0.0268,262930.0,33.75,2.94,26.48,5.15,28.75,200.04,0.3878,0.1195,0.0938,0.1785999999999999,0.0670999999999999,0.009,0.0971,0.1018999999999999,0.098,22.9,22.89,0.0,0.0,0.6984,0.6653,0.5041,,0.43,4.51,0.0200999999999999,0.0416,0.2378,-0.0578,0.4943999999999999,56.61,0.0111,0.0154,0,0
FOX,,,,,23580000000.0,12.51,50.32,-0.0037,306558.0,11.95,1.05,1.46,1.97,4.89,9.87,0.3042,-0.059,0.0401,0.1186,0.0433,0.0109,0.0827,0.1689,0.0983,2.45,2.33,0.65,0.7,0.3217,0.1903,0.1158,,0.57,1.28,0.0342,0.0451,0.1291,-0.0862,0.6598,57.32,0.0066,-0.0115,0,0
FOXA,,,,,23590000000.0,13.62,54.79,-0.0034,1162157.0,13.01,1.15,1.46,2.14,4.9,9.88,0.3042,-0.059,0.0401,0.1186,0.0433,0.01,0.0827,0.1689,0.0983,2.45,2.33,0.65,0.7,0.3217,0.1903,0.1158,,0.52,1.37,0.0438999999999999,0.0552,0.1478,-0.068,0.6762,59.6,0.0027,-0.0069,0,0
FSLR,,,,,17260000000.0,13.69,160.98,0.0296,2173832.0,7.2,0.43,4.06,2.11,19.4,,0.2584,0.4789,,0.3182999999999999,0.0788,,0.1106,0.1677,0.147,1.93,1.39,0.05,0.08,0.4376,0.3463,0.2971999999999999,,1.51,10.9,0.0596,0.1636,-0.1101999999999999,-0.4754,0.3804999999999999,55.15,0.0448,-0.015,0,0
FTAI,,,,,11670000000.0,557.64,113.82,0.0078,378736.0,16.84,,6.06,412.65,104.02,,15.7946,0.4263,,,0.3617,0.0106,0.0192,0.6957,0.0072,3.95,2.59,128.58,128.58,0.3277,0.3172,0.0138,,1.63,6.59,0.0331,0.0754,-0.0898,-0.3729,0.5175,53.99,0.0358,-0.0263,0,0
FTI,,,,,12420000000.0,15.63,29.62,0.002,1005778.0,11.82,0.91,1.34,4.04,10.4,10.03,0.1344,0.2137,,0.1728,-0.0329,0.0072,0.0868999999999999,0.2724,0.1939,1.07,0.82,0.39,0.6,0.1967,0.1142,0.0891,,1.06,0.99,-0.0098,0.0373,0.0445,-0.1138,0.3404999999999999,51.69,0.0260999999999999,-0.0227,0,0
FTNT,,,,,78840000000.0,42.4,103.0,-0.006,1663511.0,37.19,4.26,12.84,40.37,16.49,38.14,0.0428,0.1207,0.4292,0.0996,0.2266,,0.208,2.0591,0.7642,1.36,1.29,0.25,0.51,0.8134,0.3136,0.306,,1.09,3.3,-0.0070999999999999,0.0365,0.1189,-0.1027999999999999,0.8879,51.81,0.0070999999999999,-0.0128,0,0
FTV,,,,,23770000000.0,30.71,69.95,-0.0029,1060792.0,16.47,4.77,3.84,2.32,26.64,17.08,-0.0009,0.0922,0.0368,0.0644,0.0653,0.0045,0.046,0.077,0.0605999999999999,0.97,0.76,0.29,0.38,0.5998,0.1894,0.129,,1.12,1.73,-0.0045,-0.0007,-0.0626,-0.1602,0.1586999999999999,48.44,0.0148,-0.0171,0,0
FUTU,,,,,10600000000.0,22.43,111.83,0.0034999999999999,773156.0,13.81,1.05,6.09,3.5,5.84,,0.3066,0.1762,0.9525,0.2144,0.8069,,0.0425,0.2067,0.1926,,,0.0,0.31,0.9391,0.6063000000000001,0.4004999999999999,,0.61,5.48,0.0774,0.1332,0.2432,-0.1446,1.2122,63.74,0.0327,-0.0273,0,0
FWONK,,,,,30930000000.0,,97.47,0.0027,209035.0,51.39,,8.78,3.27,10.88,41.83,13.4038,0.2347,0.3782999999999999,,0.2045,,-0.0075,-0.0121999999999999,-0.0081999999999999,2.32,2.32,0.4,0.41,0.1884,0.066,-0.0242,,0.83,2.52,0.0352,0.098,0.1253999999999999,-0.0492,0.3838,69.43,0.0137,-0.0127,0,0
GAP,,,,,10840000000.0,13.07,28.77,-0.004,4596896.0,11.52,2.09,0.72,3.29,4.18,10.41,0.0596,0.0698,0.1881,0.0624,-0.0092,0.0223,0.0736,0.2880999999999999,0.1041,1.6,0.96,1.48,1.68,0.4118,0.0704,0.0559,,2.3,1.1,0.1598,0.3147,0.2818,-0.0652,0.6919,76.7,0.0037,-0.0087,0,0
GD,,,,,73780000000.0,19.08,274.9,-0.0077,300725.0,16.44,1.93,1.5,3.32,59.37,22.06,0.0964,0.118,0.0260999999999999,0.0988,0.0408,0.0213,0.0711,0.1823,0.128,1.34,0.82,0.4,0.52,0.1543,0.1022,0.0808,,0.47,5.24,0.0013,0.0138,-0.0131,-0.133,0.1487,51.18,0.0001,-0.0081999999999999,0,0
GDDY,,,,,26240000000.0,35.35,184.15,0.001,279447.0,24.88,3.06,5.63,131.25,36.45,19.15,-0.0632,0.2239,0.5361,0.1153,0.0896,,0.0955,2.457,0.1864,0.56,0.56,19.27,19.46,0.5971,0.2110999999999999,0.1621999999999999,,1.09,4.5,-0.0098,0.0226,0.0220999999999999,-0.1482,0.3556,50.61,0.0067,-0.0065,0,0
GE,,,,,248630000000.0,36.36,233.15,0.0125,2138236.0,35.93,2.05,6.26,12.91,18.54,56.37,0.2086,0.1664999999999999,0.9419,0.1776,-0.1475,0.006,0.0479,0.2809,0.1855,1.08,0.77,0.95,1.08,0.3818,0.186,0.1757,,1.37,5.4,0.0689,0.1485999999999999,0.2429,-0.0173,0.5526,73.42,0.0191,-0.0062,0,0
GEHC,,,,,31480000000.0,14.45,68.74,-0.0101,1001704.0,14.96,2.75,1.59,3.43,12.73,22.91,-0.1008,0.1384999999999999,0.0530999999999999,0.0526,0.0343,0.0012,0.0664,0.2632,0.1343,0.94,0.72,0.77,1.0,0.4157,0.1488,0.1103,,1.31,2.43,-0.0241,-0.035,-0.1643,-0.2743,0.1934,44.98,0.0053,-0.0144,0,0
GEN,,,,,17160000000.0,26.86,27.67,-0.0031,1784834.0,9.87,2.15,4.36,7.52,17.06,14.23,0.1271,0.1209,0.0288,0.1252,0.0977,0.0195,0.0411,0.288,0.0626,0.51,0.51,3.53,3.66,0.7585999999999999,0.4117,0.1634,,0.99,0.71,0.006,0.0443,0.0115,-0.1283,0.2159,53.85,0.0106,-0.0144,0,0
GEV,,,,,127770000000.0,66.81,468.14,0.0203,2013505.0,41.88,,3.57,14.83,15.75,38.27,11.496300000000002,0.6112,,,0.0235,0.0018,0.0389,0.2202,0.2249,1.02,0.76,0.0,0.0,0.185,0.0312,0.0542,,1.47,16.46,0.1265,0.3038,0.489,0.0069,2.1192,79.34,0.0194,0.0004,0,0
GFI,,,,,20720000000.0,17.04,23.15,0.0501,1678908.0,7.95,0.76,4.03,3.98,24.04,26.49,0.8438,0.1501,0.4809,0.2242,0.1234,0.0449,0.1336,0.2535,0.1671,1.13,0.72,0.41,0.57,0.4289,0.3834,0.2389,,0.57,0.94,0.0611,0.0525,0.3272,-0.0942,0.7807999999999999,58.13,0.005,0.0436,0,0
GFL,,,,,18010000000.0,,49.12,0.0068,276778.0,82.18,,3.28,3.22,48.21,109.86,-0.4202,0.7526999999999999,-0.0726,0.1393,0.1841,0.001,-0.0385,-0.1002,-0.1641,0.82,0.82,0.91,0.93,0.193,0.059,-0.3196,,1.04,1.32,-0.0113999999999999,0.0139,0.1027,-0.0562999999999999,0.6053999999999999,50.17,0.0176,-0.0116999999999999,0,0
GFS,,,,,20160000000.0,,36.46,-0.0271,470143.0,16.55,,2.97,1.83,7.0,20.76,0.0374,0.3599,0.1883,0.2039,0.0496,,-0.0108,-0.0169,-0.015,2.51,1.77,0.14,0.15,0.2377,0.1079,-0.0277,,1.54,1.35,-0.0186,0.0098999999999999,-0.0965,-0.412,0.2242,47.34,0.0029,-0.0304,0,0
GILD,,,,,133350000000.0,22.54,107.2,0.0043,2238159.0,12.58,0.87,4.65,6.97,14.61,13.55,0.7301000000000001,0.0663,-0.3813,0.2581,0.053,0.0301,0.1058,0.3251,0.1444,1.37,1.23,1.16,1.3,0.7825,0.3801,0.2079,,0.3,3.28,0.0405,0.0151,0.1336999999999999,-0.1056,0.7284999999999999,55.56,0.0136,-0.0083,0,0
GIS,,,,,29120000000.0,11.68,53.17,-0.0032,1805494.0,13.22,,1.48,3.14,55.84,11.75,-0.0727,-0.0409999999999999,0.0824,-0.025,0.0335,0.0449,0.0805,0.2737,0.1211999999999999,0.67,0.44,1.28,1.53,0.3563,0.1858,0.1303,,0.02,1.15,-0.0282,-0.0672,-0.1682999999999999,-0.2996999999999999,0.0144999999999999,35.9,-0.0067,0.0032,0,0
GLPI,,,,,12690000000.0,16.35,46.16,0.0029,372645.0,14.81,3.71,8.18,3.01,75.15,12.51,0.0098,0.0762,0.0962,0.0441,0.0588999999999999,0.0664,0.0648,0.1858,0.0679,,,1.71,1.71,0.8098000000000001,0.7273999999999999,0.4996,,0.75,0.87,-0.0141999999999999,-0.0448,-0.0655999999999999,-0.1208,0.0789,41.0,0.0038,0.0,0,0
GLW,,,,,41470000000.0,92.64,48.42,-0.0028,1520491.0,17.88,6.34,3.05,3.66,30.51,38.64,0.2009,0.1501,-0.1142,0.146,0.0332,0.024,0.0165,0.0414,0.0245,1.69,1.05,0.73,0.76,0.3218,0.1213,0.0334,,1.09,1.23,0.0443,0.0729,0.0444,-0.1249,0.3678,65.86,0.0118999999999999,-0.0144,0,0
GM,,,,,47050000000.0,7.05,48.94,-0.0069999999999999,2262160.0,5.26,,0.25,0.73,1.54,,-0.1391,0.0189,0.0684,-0.0016,0.0701,0.0115,0.0208,0.0888,0.0471,1.21,1.04,1.5,2.06,0.1211,0.0658,0.0401999999999999,,1.34,1.3,0.0189,0.0345,-0.0072,-0.2017,0.2548,55.56,0.0107,-0.0185,0,0
GMAB,,,,,12730000000.0,11.75,20.72,-0.015,567027.0,11.57,1.34,3.94,2.48,3.94,10.92,-0.1048,0.1842,0.2801,0.0877999999999999,0.3572999999999999,,0.1907,0.2269,0.2091,5.34,5.32,0.02,0.03,0.9512,0.3328,0.3510999999999999,,0.97,0.6,0.018,0.0432,-0.0647,-0.3086,0.2019,55.47,0.0095,-0.0243,0,0
GME,,,,,14460000000.0,121.69,32.32,0.0473,20557852.0,68.6,9.7,3.77,2.92,3.02,111.27,0.4242,0.0,,0.1251,-0.0862,,0.0298,0.0419,0.0253,8.05,7.33,0.05,0.08,0.2914,-0.006,0.0343,,-0.63,1.26,0.1535,0.2384,0.2771,-0.3265999999999999,0.8262999999999999,73.4,0.0564,-0.0084,0,0
GOOG,,,,,2068200000000.0,19.07,171.04,-0.0055,13492620.0,16.85,1.47,5.75,6.02,21.68,27.6,0.1894,0.0604,0.2676,0.1293,0.173,0.0031,0.2515,0.3479,0.3002,1.77,1.77,0.07,0.08,0.5854,0.326,0.3089,,1.02,5.57,0.0444,0.0607,-0.0093999999999999,-0.1805999999999999,0.1987,59.6,0.004,-0.0097,0,0
GOOGL,,,,,2066420000000.0,18.93,169.79,-0.0063,20389906.0,16.74,1.47,5.75,5.97,21.67,27.58,0.1895,0.0603,0.2676,0.1291,0.173,0.0029,0.2515,0.3479,0.3002,1.77,1.77,0.07,0.08,0.5854,0.326,0.3089,,1.01,5.61,0.0467,0.0655999999999999,-0.0070999999999999,-0.1801,0.2080999999999999,60.0,0.0046999999999999,-0.0111,0,0
GPC,,,,,17520000000.0,20.73,126.22,-0.0052,292216.0,14.69,4.22,0.74,3.93,41.64,54.61,-0.0455,0.1027999999999999,0.0851,0.0491,0.0636,0.0326,0.0445,0.1919,0.0872,1.15,0.52,1.19,1.37,0.3475,0.0594,0.036,,0.78,2.92,0.0361,0.0604,0.0101,-0.1542,0.2134,59.68,0.0102,-0.0154,0,0
GPN,,,,,18150000000.0,12.01,74.41,-0.0173,621461.0,5.46,1.18,1.8,0.82,5.76,6.02,0.0472,0.1267,0.233,0.1015,0.1669999999999999,0.0144999999999999,0.0314,0.0703,0.0419,0.94,0.94,0.67,0.76,0.6277,0.2228,0.1548,,0.94,2.63,-0.0579999999999999,-0.1193,-0.2706,-0.3793999999999999,0.1295,34.89,0.0039,-0.0203,0,0
GRAB,,,,,20310000000.0,1038.54,4.99,0.005,8430658.0,44.35,,6.97,3.18,3.46,19.89,2.8164999999999996,1.0646,0.5171,,0.7898000000000001,,0.0027,0.0038,0.0036,2.49,2.46,0.04,0.06,0.4247999999999999,-0.0031,0.0081999999999999,,0.86,0.2,0.0109,0.0895,0.1411,-0.1282,0.6734,56.5,0.0260999999999999,-0.0202,0,0
GRMN,,,,,38710000000.0,26.48,201.03,-0.0027,233277.0,23.89,3.76,6.0,4.74,14.48,31.8,0.0662,0.0684,0.0791999999999999,0.0705,0.1119999999999999,0.0171,0.1594,0.1903999999999999,0.1765,4.08,2.89,0.02,0.02,0.5859000000000001,0.2525,0.2276,,0.99,5.45,0.0214,0.0098999999999999,0.0155,-0.1846,0.2689999999999999,53.58,0.0174,-0.02,0,0
GS,,,,,184250000000.0,13.94,600.46,0.0037,834947.0,11.97,1.27,1.47,1.69,,3.46,0.1069,0.1173,0.1402999999999999,0.1099,0.2029,0.0209,0.0086,0.1226,0.0358,1.17,,2.18,5.36,,0.1533,0.1128,,1.32,16.61,0.034,0.0909,0.0783,-0.1071,0.3722999999999999,61.13,0.026,-0.0220999999999999,2,1
GSK,,,,,78640000000.0,20.15,38.82,-0.0027,1777099.0,8.02,2.24,1.95,4.34,13.58,12.4,0.0874,0.1158,-0.1163,0.09,-0.0074,0.0448,0.0523,0.2226,0.1007,0.87,0.58,1.16,1.3,0.7184,0.1802,0.0989,,0.51,0.81,0.023,0.0336,0.0345,-0.1512,0.225,59.02,0.0028,-0.0046,0,0
H,,,,,12210000000.0,16.58,127.9,0.0028,178528.0,38.64,4.23,1.83,3.53,6.76,31.8,-0.31,0.3107999999999999,0.1192,0.0392,0.1839,0.005,0.0617,0.2231,0.1041,,,1.2,1.33,0.1457,0.0705,0.1191,,1.41,4.18,0.0127,0.0638,-0.1067999999999999,-0.2392,0.2494,54.27,0.0252,-0.0213,0,0
HAL,,,,,17050000000.0,8.31,19.83,-0.0064,3911199.0,7.46,415.76,0.76,1.65,9.46,7.29,-0.1925,0.1025,,0.0002,0.0323,0.0348,0.0842,0.2098999999999999,0.1147,1.98,1.46,0.76,0.83,0.1817,0.1657,0.0931,,1.16,0.78,-0.0266999999999999,-0.0967,-0.2628,-0.4647,0.0604,40.22,0.0210999999999999,-0.0260999999999999,0,0
HBAN,,,,,22410000000.0,11.86,15.39,-0.0029,15356818.0,9.74,0.91,1.87,1.21,,11.56,0.1757,0.1003999999999999,-0.0074,0.1303,0.1757999999999999,0.0412,0.0102,0.103,0.0498,0.12,,0.89,0.92,,0.2084,0.1605,,0.94,0.41,0.0006,0.0496,-0.0129,-0.1664,0.2904,53.2,0.0196,-0.0227,0,0
HCA,,,,,90520000000.0,16.72,376.28,-0.0009,431797.0,13.43,1.29,1.26,,77.6,18.3,0.1525,0.1076999999999999,0.1693,0.1292,0.0669,0.0078,0.099,,0.1467,1.19,1.06,,,0.1515,0.1515,0.0807,,1.5,9.48,0.0363,0.0872,0.08,-0.0978,0.2978,62.39,0.0046999999999999,-0.0055,0,0
HD,,,,,361500000000.0,24.68,363.71,-0.0066,1127363.0,22.29,4.85,2.22,54.41,263.86,23.77,-0.0152,0.0866,0.0779,0.0508,0.0798,0.0253,0.1641,2.9951999999999996,0.2323,1.09,0.28,6.92,7.7,0.3141,0.1324,0.0898,,1.02,8.16,-0.0103,0.0096,-0.0601,-0.1722,0.1234,46.96,0.0037,-0.0102,0,0
HDB,,,,,188820000000.0,22.57,73.97,0.0172,812609.0,18.52,1.66,3.39,3.22,,,0.1079,0.1625,0.0929,0.1364,0.2523,0.0111,0.0168,0.1451,0.0619,0.27,,1.22,1.22,,0.2043,0.1503,,0.63,1.44,0.0191,0.0697,0.157,-0.0186,0.3448,60.43,0.0204999999999999,-0.0033,0,0
HES,,,,,40400000000.0,18.09,130.62,0.0046999999999999,673415.0,15.64,1.59,3.24,3.51,30.54,36.27,-0.3907,0.4177,,0.1142,0.2309,0.0154,0.0859,0.2082,0.1079,1.08,0.91,0.79,0.82,0.3829,0.3318,0.1782,,0.63,3.17,-0.0086,-0.0567,-0.0617999999999999,-0.1909,0.0567999999999999,43.95,0.0177,-0.0113,0,0
HIG,,,,,36660000000.0,12.86,129.03,-0.0001,676143.0,9.97,1.08,1.36,2.23,,6.47,0.0739,0.1698,0.1284,0.1193,0.0516,0.0161,0.0409999999999999,0.1848999999999999,0.1399,0.31,,0.26,0.26,,0.1456,0.1101999999999999,,0.71,2.41,0.0149,0.0562999999999999,0.1085,-0.0233999999999999,0.3142,60.11,0.0051,-0.0054,0,0
HIMS,,,,,12190000000.0,79.3,54.48,0.0179,17258274.0,56.42,2.25,6.82,22.14,37.73,51.74,0.2457,0.46,0.1722,0.3515,0.6228,,0.2453999999999999,0.3679,0.27,1.59,1.32,0.11,0.12,0.6819,0.0648,0.0921,,2.02,5.03,0.0741,0.4231,0.8354,-0.254,3.0416000000000003,58.07,0.0187,-0.0015,0,0
HLN,,,,,50420000000.0,27.84,11.18,0.0108,13537878.0,20.56,3.0,3.5,2.49,17.84,22.05,0.0987,0.0911,0.174,0.0925,0.0596999999999999,0.0167,0.0426999999999999,0.089,0.0593,0.98,0.78,0.53,0.63,0.6323,0.2232,0.1284,,0.28,0.2,0.0454,0.0791,0.1161,-0.0001,0.3522,66.25,0.0026,0.0054,0,0
HLT,,,,,58350000000.0,38.72,245.48,-0.0046999999999999,429230.0,27.19,2.87,5.16,,72.26,28.87,0.1116,0.1402,0.1510999999999999,0.1348,0.1147,0.0025,0.0982,,0.2253,,,,,0.2579,0.2103,0.139,,1.25,6.11,0.0077,0.0683,0.0318,-0.1084,0.2588,55.68,0.0093,-0.0143,0,0
HMC,,,,,42620000000.0,8.42,29.42,-0.0034,176988.0,6.09,0.7,0.3,0.52,1.41,,0.1682999999999999,0.1268,0.0803,0.1195,0.01,0.0511,0.027,0.0654,0.0421999999999999,1.36,1.07,0.56,0.93,0.215,0.0557,0.0382,,0.53,0.6,-0.0209,0.011,0.0098999999999999,-0.1334,0.2572,48.7,0.0017,-0.0046999999999999,0,0
HOLX,,,,,12010000000.0,22.77,53.92,-0.0104,606425.0,11.95,3.29,2.99,2.6,7.42,12.08,0.0268,0.0778,,0.0692,0.061,,0.0645,0.1177,0.0785,3.24,2.52,0.54,0.55,0.5598,0.2372,0.1383,,0.51,1.54,-0.0351,-0.0736,-0.241,-0.3616,0.0414,38.96,0.0002,-0.0081,0,0
HON,,,,,142980000000.0,25.55,222.48,-0.0051,1158126.0,19.55,3.3,3.64,8.18,14.2,28.21,0.0545,0.09,0.0069,0.0774,0.0116,0.0204,0.0808,0.3356,0.1289,1.25,0.95,1.53,1.95,0.3825,0.2032,0.1451,,1.07,4.32,0.0266,0.0657,0.0429,-0.0842,0.2396,61.2,0.0069,-0.0126,0,0
HOOD,,,,,56270000000.0,36.39,63.76,-0.0156,18718133.0,40.54,7.29,17.15,7.09,12.49,,-0.17,0.2138,,0.0499,0.8128,,0.0432,0.2143,0.1971,,,0.01,1.48,0.8745999999999999,0.3917,0.4851,,2.23,3.32,0.1352,0.3328,0.6838,-0.0469,3.5614999999999997,70.07,0.0141999999999999,-0.0292,0,0
HPE,,,,,22830000000.0,8.6,17.38,-0.0098,4668105.0,8.42,1.67,0.73,0.9,1.65,13.84,-0.0964,0.1471,0.1999,0.0516,0.0087,0.0308,0.0437,0.1209,0.0718,1.32,0.98,0.53,0.71,0.3019,0.0751999999999999,0.0888,,1.34,0.57,0.0152,0.0886,-0.0974,-0.2954,0.4521,56.95,0.0137,-0.0233999999999999,0,0
HPQ,,,,,26310000000.0,10.03,27.91,-0.0206,3838495.0,7.2,1.97,0.49,,9.09,8.06,0.069,0.0733999999999999,0.0629,0.0509,-0.0151,0.0418,0.0727,,0.3404999999999999,0.72,0.42,,,0.2112,0.0737,0.0507,,1.38,0.8,0.0243,0.0541,-0.1414,-0.2987,0.3157,55.82,0.0097,-0.0302,0,0
HRL,,,,,16160000000.0,21.33,29.39,-0.0022,1089762.0,16.41,3.21,1.36,2.01,18.64,18.13,0.0137,0.1171,-0.0395999999999999,0.0665,0.0495,0.0395999999999999,0.0562,0.0953999999999999,0.0696,2.45,1.31,0.36,0.36,0.1681,0.0834999999999999,0.0635,,0.32,0.59,-0.006,-0.0178,-0.0436,-0.1687,0.0645,45.52,-0.0027,0.0,0,0
HSBC,,,,,209020000000.0,10.99,59.33,-0.0013,1029309.0,8.59,2.25,1.47,1.1,,,0.0077,0.0461,0.3335,0.0489,0.1186999999999999,0.0562999999999999,0.0065,0.1083,0.0519,2.0,,1.2,2.35,,0.1834,0.1383,,0.56,0.99,0.0277,0.0621,0.1867,-0.0409999999999999,0.5055,63.56,0.0109,-0.012,0,0
